Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
314136,USB-C Charging Cable,1,11.95,12/13/2019 17:42,"333 Adams St, San Francisco, CA 94016"
314137,Lightning Charging Cable,1,14.95,12/26/2019 20:33,"268 12th St, Austin, TX 73301"
314138,Bose SoundSport Headphones,1,99.99,12/26/2019 16:17,"189 Ridge St, Atlanta, GA 30301"
314139,Flatscreen TV,1,300,12/28/2019 16:00,"108 9th St, Los Angeles, CA 90001"
314140,AAA Batteries (4-pack),1,2.99,12/8/2019 20:44,"346 9th St, San Francisco, CA 94016"
314141,AAA Batteries (4-pack),1,2.99,12/20/2019 9:41,"330 Walnut St, Boston, MA 02215"
314142,USB-C Charging Cable,1,11.95,12/21/2019 14:45,"655 Sunset St, San Francisco, CA 94016"
314143,AAA Batteries (4-pack),1,2.99,12/10/2019 14:35,"205 5th St, San Francisco, CA 94016"
314144,Lightning Charging Cable,1,14.95,12/27/2019 18:28,"475 13th St, Dallas, TX 75001"
314145,20in Monitor,1,109.99,12/23/2019 19:12,"857 Lincoln St, San Francisco, CA 94016"
314146,Apple Airpods Headphones,1,150,12/12/2019 10:51,"659 5th St, New York City, NY 10001"
314147,Apple Airpods Headphones,1,150,12/17/2019 21:43,"733 River St, Austin, TX 73301"
314148,iPhone,1,700,12/27/2019 15:15,"493 Hill St, Los Angeles, CA 90001"
314149,Flatscreen TV,1,300,12/1/2019 11:52,"117 14th St, Dallas, TX 75001"
314150,34in Ultrawide Monitor,1,379.99,12/16/2019 19:31,"905 Lincoln St, New York City, NY 10001"
314151,Apple Airpods Headphones,1,150,12/28/2019 18:23,"768 Main St, San Francisco, CA 94016"
314152,Bose SoundSport Headphones,1,99.99,12/24/2019 17:16,"847 River St, Boston, MA 02215"
314153,20in Monitor,1,109.99,12/5/2019 13:23,"25 Meadow St, Seattle, WA 98101"
314154,Bose SoundSport Headphones,1,99.99,12/8/2019 18:58,"789 Johnson St, Seattle, WA 98101"
314155,USB-C Charging Cable,1,11.95,12/16/2019 12:42,"256 Washington St, Los Angeles, CA 90001"
314156,Wired Headphones,1,11.99,12/11/2019 23:09,"294 Elm St, Los Angeles, CA 90001"
314157,Wired Headphones,1,11.99,12/23/2019 9:28,"157 Lakeview St, Seattle, WA 98101"
314158,AAA Batteries (4-pack),1,2.99,12/15/2019 22:30,"865 1st St, Boston, MA 02215"
314159,USB-C Charging Cable,1,11.95,12/12/2019 11:38,"902 Washington St, New York City, NY 10001"
314160,Apple Airpods Headphones,1,150,12/20/2019 14:49,"505 10th St, Portland, OR 97035"
314161,USB-C Charging Cable,1,11.95,12/17/2019 10:59,"392 6th St, Los Angeles, CA 90001"
314162,Lightning Charging Cable,1,14.95,12/26/2019 21:25,"483 Park St, Dallas, TX 75001"
314163,USB-C Charging Cable,1,11.95,12/22/2019 12:00,"393 Johnson St, Boston, MA 02215"
314164,Lightning Charging Cable,1,14.95,12/2/2019 11:46,"692 Cherry St, Los Angeles, CA 90001"
314165,AA Batteries (4-pack),1,3.84,12/12/2019 15:35,"140 Sunset St, San Francisco, CA 94016"
314166,Wired Headphones,1,11.99,12/5/2019 18:17,"705 9th St, Atlanta, GA 30301"
314167,Wired Headphones,1,11.99,12/29/2019 21:14,"363 Forest St, Boston, MA 02215"
314168,ThinkPad Laptop,1,999.99,12/2/2019 21:42,"724 7th St, San Francisco, CA 94016"
314169,LG Washing Machine,1,600,12/2/2019 16:58,"64 Meadow St, Atlanta, GA 30301"
314170,27in FHD Monitor,1,149.99,12/15/2019 15:23,"519 Forest St, New York City, NY 10001"
314171,Wired Headphones,1,11.99,12/22/2019 22:56,"757 Forest St, Portland, OR 97035"
314172,AAA Batteries (4-pack),1,2.99,12/9/2019 17:57,"636 11th St, San Francisco, CA 94016"
314173,Bose SoundSport Headphones,1,99.99,12/26/2019 21:50,"648 Spruce St, San Francisco, CA 94016"
314174,AAA Batteries (4-pack),4,2.99,12/15/2019 23:13,"222 South St, New York City, NY 10001"
314175,AA Batteries (4-pack),1,3.84,12/23/2019 18:00,"21 8th St, Los Angeles, CA 90001"
314176,Wired Headphones,1,11.99,12/24/2019 14:01,"827 Maple St, Seattle, WA 98101"
314177,AA Batteries (4-pack),1,3.84,12/7/2019 6:58,"269 Elm St, Boston, MA 02215"
314178,USB-C Charging Cable,1,11.95,12/15/2019 7:49,"647 14th St, New York City, NY 10001"
314179,USB-C Charging Cable,1,11.95,12/31/2019 22:46,"371 Hickory St, New York City, NY 10001"
314180,AAA Batteries (4-pack),1,2.99,12/2/2019 20:19,"909 South St, New York City, NY 10001"
314181,USB-C Charging Cable,1,11.95,12/21/2019 22:50,"338 Hickory St, Los Angeles, CA 90001"
314182,Bose SoundSport Headphones,1,99.99,12/26/2019 9:12,"629 Lincoln St, San Francisco, CA 94016"
314183,iPhone,1,700,12/5/2019 12:31,"663 Lake St, New York City, NY 10001"
314184,Lightning Charging Cable,1,14.95,12/13/2019 15:37,"414 Spruce St, Portland, OR 97035"
314185,iPhone,1,700,12/21/2019 13:31,"534 7th St, Boston, MA 02215"
314186,AAA Batteries (4-pack),1,2.99,12/21/2019 18:11,"386 Johnson St, New York City, NY 10001"
314187,27in FHD Monitor,1,149.99,12/18/2019 14:18,"860 Church St, Boston, MA 02215"
314188,Lightning Charging Cable,1,14.95,12/13/2019 19:52,"806 5th St, Los Angeles, CA 90001"
314189,Lightning Charging Cable,1,14.95,12/6/2019 20:06,"969 Center St, San Francisco, CA 94016"
314190,Wired Headphones,1,11.99,12/25/2019 20:43,"620 River St, San Francisco, CA 94016"
314191,USB-C Charging Cable,1,11.95,12/3/2019 15:22,"584 Church St, Dallas, TX 75001"
314192,USB-C Charging Cable,1,11.95,12/10/2019 13:00,"670 Johnson St, Portland, OR 97035"
314193,AAA Batteries (4-pack),1,2.99,12/31/2019 13:42,"992 Pine St, San Francisco, CA 94016"
314194,Flatscreen TV,1,300,12/28/2019 8:23,"31 Adams St, San Francisco, CA 94016"
314195,Bose SoundSport Headphones,1,99.99,12/12/2019 18:36,"346 Ridge St, Atlanta, GA 30301"
314196,iPhone,1,700,12/23/2019 10:25,"541 Lakeview St, Austin, TX 73301"
314197,Bose SoundSport Headphones,1,99.99,12/14/2019 10:54,"487 Maple St, Boston, MA 02215"
314197,AA Batteries (4-pack),2,3.84,12/14/2019 10:54,"487 Maple St, Boston, MA 02215"
314198,Flatscreen TV,1,300,12/2/2019 12:33,"155 1st St, Los Angeles, CA 90001"
314199,Lightning Charging Cable,1,14.95,12/10/2019 15:16,"612 Adams St, Los Angeles, CA 90001"
314200,USB-C Charging Cable,1,11.95,12/10/2019 12:54,"285 Jackson St, Boston, MA 02215"
314201,Wired Headphones,1,11.99,12/20/2019 10:59,"691 Park St, San Francisco, CA 94016"
314202,Bose SoundSport Headphones,1,99.99,12/12/2019 17:59,"212 Jackson St, New York City, NY 10001"
314203,27in FHD Monitor,1,149.99,12/4/2019 17:02,"447 Cherry St, Boston, MA 02215"
314204,AA Batteries (4-pack),1,3.84,12/4/2019 19:42,"143 12th St, Los Angeles, CA 90001"
314205,AAA Batteries (4-pack),1,2.99,12/13/2019 10:33,"301 Jefferson St, Los Angeles, CA 90001"
314206,Lightning Charging Cable,1,14.95,12/16/2019 6:11,"360 Cherry St, New York City, NY 10001"
314207,USB-C Charging Cable,1,11.95,12/16/2019 11:17,"707 Lincoln St, Seattle, WA 98101"
314208,ThinkPad Laptop,1,999.99,12/15/2019 12:13,"664 14th St, Dallas, TX 75001"
314209,27in FHD Monitor,1,149.99,12/10/2019 16:40,"107 Elm St, San Francisco, CA 94016"
314210,Apple Airpods Headphones,1,150,12/18/2019 21:23,"795 4th St, Los Angeles, CA 90001"
314211,USB-C Charging Cable,1,11.95,12/16/2019 22:03,"836 Sunset St, Los Angeles, CA 90001"
314212,Wired Headphones,1,11.99,12/7/2019 18:36,"779 8th St, Seattle, WA 98101"
314213,AA Batteries (4-pack),1,3.84,12/18/2019 21:45,"973 12th St, Los Angeles, CA 90001"
314214,USB-C Charging Cable,1,11.95,12/13/2019 11:14,"276 10th St, Seattle, WA 98101"
314215,Apple Airpods Headphones,1,150,12/25/2019 22:22,"736 Ridge St, Dallas, TX 75001"
314216,Lightning Charging Cable,1,14.95,12/1/2019 10:40,"81 Sunset St, Boston, MA 02215"
314217,34in Ultrawide Monitor,1,379.99,12/5/2019 22:44,"223 1st St, San Francisco, CA 94016"
314218,27in FHD Monitor,1,149.99,12/7/2019 10:24,"29 4th St, San Francisco, CA 94016"
314219,Lightning Charging Cable,1,14.95,12/4/2019 6:59,"484 12th St, Atlanta, GA 30301"
314220,AAA Batteries (4-pack),2,2.99,12/5/2019 19:17,"594 Forest St, Los Angeles, CA 90001"
314221,AAA Batteries (4-pack),1,2.99,12/7/2019 16:26,"623 9th St, New York City, NY 10001"
314222,Bose SoundSport Headphones,1,99.99,12/11/2019 18:50,"753 Forest St, Portland, OR 97035"
314223,Apple Airpods Headphones,1,150,12/26/2019 19:15,"29 Wilson St, Atlanta, GA 30301"
314224,Macbook Pro Laptop,1,1700,12/5/2019 16:49,"119 12th St, Dallas, TX 75001"
314225,34in Ultrawide Monitor,1,379.99,12/20/2019 0:14,"402 West St, Los Angeles, CA 90001"
314226,Macbook Pro Laptop,1,1700,12/9/2019 22:22,"591 Jefferson St, Dallas, TX 75001"
314227,Apple Airpods Headphones,1,150,12/5/2019 22:24,"796 Chestnut St, San Francisco, CA 94016"
314228,AA Batteries (4-pack),1,3.84,12/7/2019 17:17,"695 14th St, Boston, MA 02215"
314229,USB-C Charging Cable,1,11.95,12/14/2019 22:18,"68 13th St, New York City, NY 10001"
314230,AAA Batteries (4-pack),2,2.99,12/30/2019 15:51,"846 13th St, San Francisco, CA 94016"
314231,Lightning Charging Cable,1,14.95,12/8/2019 2:07,"615 1st St, Atlanta, GA 30301"
314232,USB-C Charging Cable,2,11.95,12/4/2019 14:00,"346 Cherry St, San Francisco, CA 94016"
314233,27in 4K Gaming Monitor,1,389.99,12/23/2019 10:24,"78 Meadow St, Dallas, TX 75001"
314234,AA Batteries (4-pack),1,3.84,12/8/2019 23:45,"314 River St, Boston, MA 02215"
314235,Wired Headphones,1,11.99,12/4/2019 23:29,"326 11th St, San Francisco, CA 94016"
314236,27in 4K Gaming Monitor,1,389.99,12/21/2019 21:32,"669 8th St, San Francisco, CA 94016"
314237,AA Batteries (4-pack),2,3.84,12/29/2019 22:56,"387 Cedar St, Atlanta, GA 30301"
314238,USB-C Charging Cable,1,11.95,12/5/2019 16:40,"503 River St, Seattle, WA 98101"
314239,27in FHD Monitor,1,149.99,12/29/2019 13:17,"857 Jackson St, Dallas, TX 75001"
314240,USB-C Charging Cable,1,11.95,12/9/2019 19:34,"685 Lincoln St, New York City, NY 10001"
314241,34in Ultrawide Monitor,1,379.99,12/30/2019 9:33,"401 Church St, Austin, TX 73301"
314242,AA Batteries (4-pack),3,3.84,12/1/2019 7:11,"260 Forest St, Dallas, TX 75001"
314243,ThinkPad Laptop,1,999.99,12/22/2019 19:32,"776 10th St, San Francisco, CA 94016"
314244,USB-C Charging Cable,1,11.95,12/19/2019 12:44,"325 Lincoln St, Boston, MA 02215"
314245,Wired Headphones,2,11.99,12/13/2019 11:40,"370 Walnut St, Dallas, TX 75001"
314246,Bose SoundSport Headphones,1,99.99,12/24/2019 12:47,"998 Washington St, Los Angeles, CA 90001"
314247,Wired Headphones,2,11.99,12/18/2019 22:35,"369 6th St, San Francisco, CA 94016"
314248,Apple Airpods Headphones,1,150,12/5/2019 14:27,"700 13th St, Dallas, TX 75001"
314249,USB-C Charging Cable,1,11.95,12/20/2019 13:03,"679 6th St, San Francisco, CA 94016"
314250,Bose SoundSport Headphones,1,99.99,12/4/2019 14:18,"827 Elm St, Dallas, TX 75001"
314251,ThinkPad Laptop,1,999.99,12/10/2019 16:48,"66 Hill St, New York City, NY 10001"
314252,Lightning Charging Cable,1,14.95,12/1/2019 19:24,"371 Center St, Portland, ME 04101"
314253,AAA Batteries (4-pack),2,2.99,12/31/2019 19:04,"753 Washington St, San Francisco, CA 94016"
314254,Apple Airpods Headphones,1,150,12/30/2019 9:42,"205 Hill St, Seattle, WA 98101"
314255,USB-C Charging Cable,1,11.95,12/21/2019 9:59,"737 Pine St, New York City, NY 10001"
314256,Bose SoundSport Headphones,1,99.99,12/17/2019 11:15,"854 South St, San Francisco, CA 94016"
314257,USB-C Charging Cable,1,11.95,12/19/2019 8:40,"432 Cedar St, San Francisco, CA 94016"
314258,Apple Airpods Headphones,1,150,12/29/2019 15:04,"955 Ridge St, Portland, ME 04101"
314259,Apple Airpods Headphones,1,150,12/4/2019 13:41,"899 4th St, Dallas, TX 75001"
314260,Bose SoundSport Headphones,1,99.99,12/17/2019 18:36,"757 River St, New York City, NY 10001"
314261,Lightning Charging Cable,1,14.95,12/23/2019 12:32,"177 4th St, San Francisco, CA 94016"
314262,Apple Airpods Headphones,1,150,12/6/2019 20:13,"818 Chestnut St, Seattle, WA 98101"
314263,iPhone,1,700,12/4/2019 20:49,"941 River St, Portland, OR 97035"
314264,AAA Batteries (4-pack),2,2.99,12/20/2019 1:55,"530 Johnson St, Seattle, WA 98101"
314265,USB-C Charging Cable,1,11.95,12/20/2019 19:16,"618 Pine St, Portland, OR 97035"
314266,Lightning Charging Cable,1,14.95,12/22/2019 19:51,"675 Lincoln St, Los Angeles, CA 90001"
314267,Apple Airpods Headphones,1,150,12/18/2019 23:19,"2 Dogwood St, Dallas, TX 75001"
314268,AAA Batteries (4-pack),1,2.99,12/2/2019 14:22,"747 Cherry St, New York City, NY 10001"
314269,AA Batteries (4-pack),1,3.84,12/29/2019 11:11,"627 Jefferson St, New York City, NY 10001"
314270,Apple Airpods Headphones,1,150,12/23/2019 12:22,"141 Meadow St, San Francisco, CA 94016"
314271,iPhone,1,700,12/19/2019 14:34,"543 Cherry St, New York City, NY 10001"
314272,AAA Batteries (4-pack),1,2.99,12/3/2019 21:45,"461 Sunset St, Los Angeles, CA 90001"
314273,27in 4K Gaming Monitor,1,389.99,12/20/2019 18:04,"734 Adams St, Atlanta, GA 30301"
314274,Bose SoundSport Headphones,1,99.99,12/26/2019 15:48,"814 Maple St, San Francisco, CA 94016"
314275,Flatscreen TV,1,300,12/24/2019 10:27,"627 Dogwood St, Portland, ME 04101"
314276,USB-C Charging Cable,1,11.95,12/6/2019 12:40,"826 5th St, Austin, TX 73301"
314277,USB-C Charging Cable,2,11.95,12/6/2019 14:08,"977 Washington St, Los Angeles, CA 90001"
314278,AA Batteries (4-pack),1,3.84,12/25/2019 9:39,"180 Pine St, New York City, NY 10001"
314279,AA Batteries (4-pack),1,3.84,12/17/2019 7:24,"782 Jefferson St, Los Angeles, CA 90001"
314280,Wired Headphones,1,11.99,12/6/2019 22:02,"628 Meadow St, Austin, TX 73301"
314281,Apple Airpods Headphones,1,150,12/11/2019 20:17,"3 Johnson St, New York City, NY 10001"
314282,27in 4K Gaming Monitor,1,389.99,12/13/2019 14:28,"434 Madison St, New York City, NY 10001"
314283,27in FHD Monitor,1,149.99,12/16/2019 7:43,"932 West St, Atlanta, GA 30301"
314284,Bose SoundSport Headphones,1,99.99,12/14/2019 13:58,"866 Forest St, San Francisco, CA 94016"
314285,Bose SoundSport Headphones,1,99.99,12/5/2019 8:48,"161 Hickory St, Seattle, WA 98101"
314286,Wired Headphones,1,11.99,12/9/2019 14:17,"746 West St, New York City, NY 10001"
314287,ThinkPad Laptop,1,999.99,12/1/2019 19:01,"861 8th St, San Francisco, CA 94016"
314288,Lightning Charging Cable,1,14.95,12/9/2019 23:44,"400 West St, Austin, TX 73301"
314289,Google Phone,1,600,12/4/2019 15:54,"730 Park St, Boston, MA 02215"
314290,AAA Batteries (4-pack),1,2.99,12/24/2019 11:29,"439 Elm St, New York City, NY 10001"
314291,AAA Batteries (4-pack),1,2.99,12/23/2019 22:41,"984 Church St, New York City, NY 10001"
314292,USB-C Charging Cable,1,11.95,12/12/2019 23:18,"765 6th St, New York City, NY 10001"
314293,iPhone,1,700,12/25/2019 16:38,"318 Cherry St, San Francisco, CA 94016"
314294,USB-C Charging Cable,1,11.95,12/19/2019 9:06,"768 Johnson St, Los Angeles, CA 90001"
314295,AAA Batteries (4-pack),2,2.99,12/30/2019 21:21,"693 Highland St, Los Angeles, CA 90001"
314296,AA Batteries (4-pack),1,3.84,12/11/2019 14:31,"619 West St, New York City, NY 10001"
314297,27in 4K Gaming Monitor,1,389.99,12/20/2019 13:38,"6 South St, Boston, MA 02215"
314298,iPhone,1,700,12/26/2019 20:54,"98 5th St, Seattle, WA 98101"
314299,34in Ultrawide Monitor,1,379.99,12/12/2019 13:34,"391 North St, New York City, NY 10001"
314300,iPhone,1,700,12/31/2019 11:54,"525 Madison St, Dallas, TX 75001"
314301,AA Batteries (4-pack),1,3.84,12/4/2019 18:01,"427 Ridge St, New York City, NY 10001"
314302,AA Batteries (4-pack),3,3.84,12/1/2019 22:25,"120 Highland St, Atlanta, GA 30301"
314303,Wired Headphones,1,11.99,12/25/2019 21:03,"424 Lake St, San Francisco, CA 94016"
314304,USB-C Charging Cable,1,11.95,12/12/2019 17:25,"196 Highland St, Boston, MA 02215"
314305,Bose SoundSport Headphones,1,99.99,12/2/2019 22:42,"142 Johnson St, San Francisco, CA 94016"
314306,Apple Airpods Headphones,1,150,12/23/2019 9:51,"547 Cherry St, Atlanta, GA 30301"
314307,Lightning Charging Cable,1,14.95,12/25/2019 21:56,"19 Jackson St, Portland, OR 97035"
314308,Wired Headphones,1,11.99,12/18/2019 12:43,"568 Forest St, Portland, OR 97035"
314309,Bose SoundSport Headphones,1,99.99,12/21/2019 3:27,"333 Jefferson St, San Francisco, CA 94016"
314310,Bose SoundSport Headphones,1,99.99,12/6/2019 16:06,"79 2nd St, Boston, MA 02215"
314311,Wired Headphones,1,11.99,12/29/2019 23:15,"981 South St, San Francisco, CA 94016"
314312,Lightning Charging Cable,1,14.95,12/1/2019 18:52,"546 Dogwood St, Los Angeles, CA 90001"
314313,Apple Airpods Headphones,1,150,12/11/2019 12:09,"923 10th St, Los Angeles, CA 90001"
314314,34in Ultrawide Monitor,1,379.99,12/15/2019 23:13,"724 Main St, Seattle, WA 98101"
314315,Wired Headphones,1,11.99,12/16/2019 10:45,"417 12th St, Seattle, WA 98101"
314316,AA Batteries (4-pack),2,3.84,12/16/2019 19:00,"347 Park St, New York City, NY 10001"
314317,Apple Airpods Headphones,1,150,12/26/2019 17:05,"795 6th St, Atlanta, GA 30301"
314318,Flatscreen TV,1,300,12/25/2019 20:49,"409 Lake St, San Francisco, CA 94016"
314319,Wired Headphones,2,11.99,12/22/2019 16:21,"643 8th St, Portland, OR 97035"
314320,LG Dryer,1,600,12/6/2019 12:18,"793 4th St, Atlanta, GA 30301"
314321,AA Batteries (4-pack),1,3.84,12/1/2019 20:14,"3 Adams St, Boston, MA 02215"
314322,Macbook Pro Laptop,1,1700,12/11/2019 12:53,"968 Washington St, New York City, NY 10001"
314323,34in Ultrawide Monitor,1,379.99,12/8/2019 17:51,"781 Cherry St, Dallas, TX 75001"
314324,AA Batteries (4-pack),1,3.84,12/31/2019 10:39,"923 12th St, Seattle, WA 98101"
314325,Bose SoundSport Headphones,1,99.99,12/24/2019 11:32,"304 Maple St, Boston, MA 02215"
314326,Lightning Charging Cable,1,14.95,12/15/2019 21:49,"496 14th St, Los Angeles, CA 90001"
314326,USB-C Charging Cable,1,11.95,12/15/2019 21:49,"496 14th St, Los Angeles, CA 90001"
314327,AAA Batteries (4-pack),2,2.99,12/30/2019 15:18,"413 Jackson St, San Francisco, CA 94016"
314328,Wired Headphones,1,11.99,12/28/2019 18:09,"23 Ridge St, Dallas, TX 75001"
314329,AA Batteries (4-pack),2,3.84,12/26/2019 9:31,"300 Cedar St, Portland, OR 97035"
314330,Bose SoundSport Headphones,1,99.99,12/20/2019 20:58,"232 2nd St, San Francisco, CA 94016"
314331,USB-C Charging Cable,1,11.95,12/25/2019 22:51,"778 Hickory St, Los Angeles, CA 90001"
314332,Google Phone,1,600,12/30/2019 21:49,"50 Sunset St, Seattle, WA 98101"
314333,Wired Headphones,1,11.99,12/9/2019 11:43,"602 12th St, Dallas, TX 75001"
314334,USB-C Charging Cable,1,11.95,12/12/2019 11:12,"432 Lake St, San Francisco, CA 94016"
314335,AA Batteries (4-pack),1,3.84,12/19/2019 15:19,"661 Park St, San Francisco, CA 94016"
314336,27in FHD Monitor,1,149.99,12/6/2019 8:23,"719 Pine St, San Francisco, CA 94016"
314337,iPhone,1,700,12/4/2019 20:13,"622 Spruce St, Austin, TX 73301"
314338,Lightning Charging Cable,2,14.95,12/29/2019 12:39,"992 Jackson St, San Francisco, CA 94016"
314339,27in FHD Monitor,1,149.99,12/6/2019 7:31,"692 West St, San Francisco, CA 94016"
314340,Bose SoundSport Headphones,1,99.99,12/10/2019 13:41,"532 13th St, San Francisco, CA 94016"
314341,iPhone,1,700,12/9/2019 16:35,"167 Hickory St, Seattle, WA 98101"
314342,Apple Airpods Headphones,1,150,12/31/2019 18:02,"170 Dogwood St, Portland, OR 97035"
314343,USB-C Charging Cable,1,11.95,12/24/2019 22:10,"796 River St, Portland, ME 04101"
314344,AAA Batteries (4-pack),1,2.99,12/30/2019 14:29,"210 Meadow St, Boston, MA 02215"
314345,Vareebadd Phone,1,400,12/15/2019 15:38,"864 Lakeview St, New York City, NY 10001"
314345,Bose SoundSport Headphones,1,99.99,12/15/2019 15:38,"864 Lakeview St, New York City, NY 10001"
314346,Bose SoundSport Headphones,1,99.99,12/28/2019 17:43,"180 River St, Atlanta, GA 30301"
314347,iPhone,1,700,12/9/2019 19:22,"80 6th St, San Francisco, CA 94016"
314347,Apple Airpods Headphones,1,150,12/9/2019 19:22,"80 6th St, San Francisco, CA 94016"
314348,AAA Batteries (4-pack),3,2.99,12/28/2019 12:34,"429 Highland St, Los Angeles, CA 90001"
314349,USB-C Charging Cable,1,11.95,12/31/2019 13:11,"959 Walnut St, Los Angeles, CA 90001"
314350,USB-C Charging Cable,1,11.95,12/21/2019 16:01,"974 12th St, Los Angeles, CA 90001"
314351,AAA Batteries (4-pack),1,2.99,12/20/2019 23:14,"248 2nd St, Dallas, TX 75001"
314352,AAA Batteries (4-pack),1,2.99,12/19/2019 8:09,"400 Elm St, Seattle, WA 98101"
314353,USB-C Charging Cable,1,11.95,12/6/2019 15:33,"106 River St, Los Angeles, CA 90001"
314354,AA Batteries (4-pack),1,3.84,12/21/2019 17:26,"355 Ridge St, Boston, MA 02215"
314355,AA Batteries (4-pack),1,3.84,12/12/2019 18:59,"429 10th St, Los Angeles, CA 90001"
314356,USB-C Charging Cable,2,11.95,12/9/2019 19:10,"741 14th St, New York City, NY 10001"
314357,AAA Batteries (4-pack),1,2.99,12/31/2019 20:49,"261 Cherry St, Seattle, WA 98101"
314358,34in Ultrawide Monitor,1,379.99,12/11/2019 21:50,"963 10th St, San Francisco, CA 94016"
314359,Wired Headphones,2,11.99,12/5/2019 14:18,"991 4th St, Los Angeles, CA 90001"
314360,AAA Batteries (4-pack),2,2.99,12/25/2019 7:42,"845 Hickory St, Austin, TX 73301"
314361,Vareebadd Phone,1,400,12/12/2019 0:16,"277 Walnut St, Dallas, TX 75001"
314361,USB-C Charging Cable,1,11.95,12/12/2019 0:16,"277 Walnut St, Dallas, TX 75001"
314362,27in FHD Monitor,1,149.99,12/24/2019 18:40,"156 Hickory St, San Francisco, CA 94016"
314363,Bose SoundSport Headphones,1,99.99,12/10/2019 7:31,"143 Cherry St, Dallas, TX 75001"
314364,20in Monitor,1,109.99,12/21/2019 20:39,"298 South St, Los Angeles, CA 90001"
314365,AAA Batteries (4-pack),2,2.99,12/3/2019 18:33,"859 Lake St, San Francisco, CA 94016"
314366,iPhone,1,700,12/3/2019 21:57,"312 9th St, Seattle, WA 98101"
314366,Lightning Charging Cable,2,14.95,12/3/2019 21:57,"312 9th St, Seattle, WA 98101"
314367,AA Batteries (4-pack),1,3.84,12/5/2019 23:30,"537 Lakeview St, Dallas, TX 75001"
314368,LG Washing Machine,1,600,12/7/2019 11:32,"356 Wilson St, Atlanta, GA 30301"
314369,USB-C Charging Cable,1,11.95,12/27/2019 21:18,"286 Spruce St, Atlanta, GA 30301"
314370,USB-C Charging Cable,1,11.95,12/14/2019 13:26,"787 Meadow St, San Francisco, CA 94016"
314371,Lightning Charging Cable,1,14.95,12/20/2019 9:14,"633 Church St, San Francisco, CA 94016"
314372,AA Batteries (4-pack),1,3.84,12/21/2019 18:21,"382 13th St, New York City, NY 10001"
314373,Bose SoundSport Headphones,1,99.99,12/7/2019 14:41,"870 Lake St, San Francisco, CA 94016"
314374,Wired Headphones,2,11.99,12/15/2019 8:34,"892 Maple St, Los Angeles, CA 90001"
314375,Wired Headphones,1,11.99,12/10/2019 13:12,"61 8th St, Atlanta, GA 30301"
314376,Wired Headphones,1,11.99,12/9/2019 21:29,"332 Willow St, Boston, MA 02215"
314377,Lightning Charging Cable,1,14.95,12/2/2019 14:32,"142 Jackson St, Atlanta, GA 30301"
314378,AAA Batteries (4-pack),1,2.99,12/9/2019 20:33,"396 Willow St, Portland, OR 97035"
314379,AAA Batteries (4-pack),1,2.99,12/5/2019 21:43,"840 Hill St, Los Angeles, CA 90001"
314380,AA Batteries (4-pack),3,3.84,12/7/2019 23:19,"723 Johnson St, San Francisco, CA 94016"
314381,Wired Headphones,1,11.99,12/9/2019 21:43,"919 Ridge St, Los Angeles, CA 90001"
314382,27in FHD Monitor,1,149.99,12/10/2019 13:57,"271 Jefferson St, San Francisco, CA 94016"
314383,USB-C Charging Cable,2,11.95,12/5/2019 10:52,"213 Sunset St, San Francisco, CA 94016"
314384,34in Ultrawide Monitor,1,379.99,12/21/2019 15:22,"171 8th St, Los Angeles, CA 90001"
314385,USB-C Charging Cable,1,11.95,12/26/2019 11:32,"586 Elm St, Atlanta, GA 30301"
314386,iPhone,1,700,12/8/2019 19:19,"970 Sunset St, New York City, NY 10001"
314387,Macbook Pro Laptop,1,1700,12/30/2019 19:07,"519 10th St, Boston, MA 02215"
314388,AA Batteries (4-pack),1,3.84,12/26/2019 9:23,"983 Pine St, Seattle, WA 98101"
314389,Apple Airpods Headphones,1,150,12/13/2019 10:06,"946 Washington St, Atlanta, GA 30301"
314390,Bose SoundSport Headphones,1,99.99,12/28/2019 12:14,"268 14th St, Portland, OR 97035"
314391,34in Ultrawide Monitor,1,379.99,12/30/2019 23:08,"70 9th St, Dallas, TX 75001"
314392,AAA Batteries (4-pack),1,2.99,12/11/2019 14:54,"982 Church St, San Francisco, CA 94016"
314392,Wired Headphones,1,11.99,12/11/2019 14:54,"982 Church St, San Francisco, CA 94016"
314393,Wired Headphones,1,11.99,12/1/2019 12:16,"747 Washington St, San Francisco, CA 94016"
314394,AA Batteries (4-pack),1,3.84,12/10/2019 20:07,"140 Main St, Los Angeles, CA 90001"
314395,27in 4K Gaming Monitor,1,389.99,12/23/2019 18:48,"733 Johnson St, San Francisco, CA 94016"
314396,Lightning Charging Cable,1,14.95,12/1/2019 11:22,"546 Willow St, San Francisco, CA 94016"
314397,Macbook Pro Laptop,1,1700,12/21/2019 20:32,"521 River St, San Francisco, CA 94016"
314398,USB-C Charging Cable,1,11.95,12/18/2019 10:25,"954 Pine St, Portland, OR 97035"
314399,AAA Batteries (4-pack),1,2.99,12/15/2019 22:41,"213 Washington St, San Francisco, CA 94016"
314400,AAA Batteries (4-pack),1,2.99,12/11/2019 19:02,"419 Hill St, Atlanta, GA 30301"
314401,Apple Airpods Headphones,1,150,12/3/2019 19:05,"560 11th St, Los Angeles, CA 90001"
314402,USB-C Charging Cable,1,11.95,12/3/2019 12:37,"129 Hickory St, San Francisco, CA 94016"
